date_str,service_id,territory_id,add_drop,previous_track_position,chart_position,track_isrc,track_name,artist_name,stream_count,peak_ranking,peak_ranking_date,url,label
2017-11-09,1,us,,22,20,USUM71614484,Congratulations,Post Malone,703248,5,2017-06-01,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,Universal Records
2017-11-09,1,us,,20,21,GBAHT1600310,New Rules,Dua Lipa,700846,15,2017-10-31,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,Warner Bros.
2017-11-09,1,us,,21,22,GBAHS1700024,Perfect,Ed Sheeran,697563,11,2017-03-06,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Atlantic Records UK
2017-11-09,1,us,,23,23,USUM71711842,Candy Paint,Post Malone,692932,23,2017-11-08,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf,Universal Music Group
2017-11-09,1,us,,24,24,USUM71707196,Sorry Not Sorry,Demi Lovato,667419,6,2017-10-01,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P,Demi LP2 - Island/Hollywood
2017-11-09,1,us,,25,25,USRC11701901,Silence,Marshmello,654231,7,2017-09-27,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,Joytime Collective/RCA Records
2017-11-09,1,us,,26,26,USUM71702220,Bad At Love,Halsey,637265,22,2017-10-30,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl,Astralwerks (ASW)
2017-11-09,1,us,,29,27,USUM71703085,HUMBLE.,Kendrick Lamar,619902,1,2017-03-31,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,Top Dawg Entertainment/Aftermath Records/ Interscope Records
2017-11-09,1,us,,27,28,USUM71709685,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,601893,20,2017-10-26,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y,Universal Music Group
2017-11-09,1,us,,34,29,USSM11703478,Unforgettable,French Montana,589228,1,2017-07-27,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,Bad Boy Entertainment/Epic Records
2017-11-09,1,us,,32,30,USSM11704799,Butterfly Effect,Travis Scott,588956,9,2017-07-23,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX,Epic/Grand Hustle
2017-11-09,1,us,,28,31,GBUM71705145,Pray,Sam Smith,584214,25,2017-10-11,https://open.spotify.com/track/7DsX5K72fewVGb47qj7Tbg,Capitol
2017-11-09,1,us,,35,32,USAT21703137,Roll In Peace (feat. XXXTENTACION),Kodak Black,580578,22,2017-10-02,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI,Atlantic Records
2017-11-09,1,us,,33,33,USUYG1156892,Jocelyn Flores,XXXTENTACION,578868,3,2017-08-28,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,Bad Vibes Forever / EMPIRE
2017-11-09,1,us,,31,34,USAT21700437,Feel It Still,Portugal. The Man,578765,13,2017-10-19,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK,Atlantic Records
2017-11-09,1,us,,36,35,USWB11701181,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,571074,29,2017-10-23,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn,Warner Bros.
2017-11-09,1,us,,30,36,USAT21703429,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,565079,4,2017-08-25,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc,Generation Now/Atlantic
2017-11-09,1,us,,37,37,USSM11607555,goosebumps,Travis Scott,560243,16,2017-05-28,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,Epic/Grand Hustle
2017-11-09,1,us,,38,38,USAT21702278,How Long,Charlie Puth,515629,36,2017-10-30,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi,Artist Partner
2017-11-09,1,us,,39,39,TCACO1662934,Location,Khalid,509808,9,2017-06-03,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,"Right Hand Music Group, LLC/RCA Records"
2017-11-09,1,us,,43,40,USAT21701817,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,502255,18,2017-10-02,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI,Highbridge The Label
2017-11-09,1,us,,40,41,USUYG1156898,Fuck Love (feat. Trippie Redd),XXXTENTACION,501592,7,2017-08-29,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,Bad Vibes Forever / EMPIRE
2017-11-09,1,us,,42,42,USUM71704167,Thunder,Imagine Dragons,492365,16,2017-06-23,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW,Digital Distribution Trinidad and Tobago
2017-11-09,1,us,,41,43,USRC11702155,Dusk Till Dawn - Radio Edit,ZAYN,491427,15,2017-09-11,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv,RCA Records Label
2017-11-09,1,us,,44,44,QMCE31600876,Slippery (feat. Gucci Mane),Migos,488605,17,2017-06-14,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE,Quality Control Music
2017-11-09,1,us,,45,45,USSM11705366,Rake It Up,Yo Gotti,478276,17,2017-09-16,https://open.spotify.com/track/4knL4iPxPOZjQzTUlELGSY,Epic/CMG
2017-11-09,1,us,,46,46,USUM71603455,Go Flex,Post Malone,457166,19,2017-10-13,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ,Universal Records
2017-11-09,1,us,,48,47,SEBGA1700242,Stargazing,Kygo,448634,47,2017-11-09,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP,Kygo
2017-11-09,1,us,,49,48,QZ8TY1700001,Glorious (feat. Skylar Grey),Macklemore,428197,19,2017-09-25,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE,Bendo LLC
2017-11-09,1,us,,50,49,USUM71703088,LOVE. FEAT. ZACARI.,Kendrick Lamar,420512,5,2017-04-17,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,Top Dawg Entertainment/Aftermath Records/ Interscope Records
2017-11-09,1,us,,47,50,USCJY1750015,Call It What You Want,Taylor Swift,417888,12,2017-11-03,https://open.spotify.com/track/0tDfp0vFR95Gg6Mrhza3lX,"Big Machine Records, LLC"
2017-11-09,1,us,,51,51,TCADD1793884,The Race,Tay-K,412685,33,2017-09-23,https://open.spotify.com/track/5RCfvwDewu6p2x1mEI6smX,Tay-K
2017-11-09,1,us,,52,52,USAT21703427,Sauce It Up,Lil Uzi Vert,409210,6,2017-08-25,https://open.spotify.com/track/1uL78kFWxhz3umTMWJu8n5,Generation Now/Atlantic
2017-11-09,1,us,,54,53,USAT21703144,Transportin',Kodak Black,381124,30,2017-10-07,https://open.spotify.com/track/1WIZiOuNO3woKfdlSK2gNn,Atlantic Records
2017-11-09,1,us,,59,54,USUM71700626,Believer,Imagine Dragons,366469,9,2017-06-23,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,Digital Distribution Trinidad and Tobago
2017-11-09,1,us,,53,55,QZ45A1700063,Rap Saved Me,21 Savage,363896,13,2017-10-31,https://open.spotify.com/track/0tdCy39PgWN8LFWu34ORn3,Epic
2017-11-09,1,us,,55,56,USUM71710370,Wait,Maroon 5,362628,38,2017-11-03,https://open.spotify.com/track/4lUnFLtn8w3W76FiYDRzmO,222 Records/Interscope Records
2017-11-09,1,us,,63,57,USCJY1750000,Look What You Made Me Do,Taylor Swift,361064,1,2017-08-25,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR,"Big Machine Records, LLC"
2017-11-09,1,us,,60,58,USSM11708983,Betrayed,Lil Xan,360071,57,2017-11-07,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG,Columbia
2017-11-09,1,us,,64,59,USUM71703095,Magnolia,Playboi Carti,358966,10,2017-06-15,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl,AWGE/Interscope
2017-11-09,1,us,,62,60,USRC11700886,Love Galore,SZA,358100,23,2017-08-14,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs,Top Dawg Entertainment/RCA Records
2017-11-09,1,us,,61,61,USUM71703079,DNA.,Kendrick Lamar,357357,2,2017-04-14,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,Top Dawg Entertainment/Aftermath Records/ Interscope Records
2017-11-09,1,us,,57,62,NZUM71700468,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,353749,32,2017-09-15,https://open.spotify.com/track/69Naniu2KjKjaQOBUagE8U,Universal Music
2017-11-09,1,us,,70,63,USYAH1600107,Redbone,Childish Gambino,351971,8,2017-06-12,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,Glassnote Entertainment Group LLC
2017-11-09,1,us,,69,64,USAT21701747,Relationship (feat. Future),Young Thug,348623,53,2017-10-05,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg,Atlantic Records
2017-11-09,1,us,,67,65,QM24S1704221,Rubbin Off The Paint,YBN Nahmir,347473,65,2017-11-09,https://open.spotify.com/track/0taOCiup4HNG9LmbduVlJj,Human Re Sources / M.M.M
2017-11-09,1,us,,71,66,USUM71511528,White Iverson,Post Malone,345259,56,2017-10-12,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w,Universal Records
2017-11-09,1,us,,75,67,USUM71700575,Body Like A Back Road,Sam Hunt,340314,12,2017-07-04,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO,MCA Nashville
2017-11-09,1,us,,72,68,FR22F1701790,Mi Gente,J Balvin,340251,7,2017-08-12,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,Digital Distribution Trinidad and Tobago
2017-11-09,1,us,,74,69,USUM71701465,It's A Vibe,2 Chainz,337287,35,2017-07-29,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6,Def Jam Recordings
2017-11-09,1,us,,56,70,QZ45A1700065,My Choppa Hate Niggas,21 Savage,336287,26,2017-11-01,https://open.spotify.com/track/2D2w9943rsnJOGCrI4aMQp,Epic
2017-11-09,1,us,,68,71,USAT21700928,Attention,Charlie Puth,335881,16,2017-08-02,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv,Artist Partner
2017-11-09,1,us,,66,72,USUG11702041,Pull Up N Wreck (With Metro Boomin),Big Sean,333693,59,2017-11-03,https://open.spotify.com/track/0Gux2yTMWYOlcBUNjGJu5p,Universal Music Group
2017-11-09,1,us,,65,73,GBAHS1701012,I Miss You (feat. Julia Michaels),Clean Bandit,333491,58,2017-11-07,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL,Atlantic Records UK
2017-11-09,1,us,,76,74,FR22F1702140,Mi Gente (feat. Beyoncé),J Balvin,333014,8,2017-09-29,https://open.spotify.com/track/7fwXWKdDNI5IutOMc5OKYw,Digital Distribution Trinidad and Tobago
2017-11-09,1,us,,78,75,GBAHS1600463,Shape of You,Ed Sheeran,331487,1,2017-01-06,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Atlantic Records UK
2017-11-09,1,us,,79,76,USCJY1750003,...Ready For It?,Taylor Swift,328866,1,2017-09-04,https://open.spotify.com/track/19WjVVgXjdKXfLXoaDPwTM,"Big Machine Records, LLC"
2017-11-09,1,us,,80,77,USUM71702277,wokeuplikethis*,Playboi Carti,327187,52,2017-05-28,https://open.spotify.com/track/59J5nzL1KniFHnU120dQzt,AWGE/Interscope
2017-11-09,1,us,,95,78,USAT21704701,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,Lil Uzi Vert,326123,78,2017-11-09,https://open.spotify.com/track/6GNifiuBPrKFpwNBYnooFm,Generation Now/Atlantic
2017-11-09,1,us,,85,79,USSM11701444,Mask Off,Future,321603,2,2017-03-09,https://open.spotify.com/track/0VgkVdmE4gld66l8iyGjgx,Epic/Freebandz/A1
2017-11-09,1,us,,73,80,QZ8TY1700016,Good Old Days (feat. Kesha),Macklemore,318520,57,2017-10-30,https://open.spotify.com/track/2Za1AlJNvksouPPWbXpR2X,Bendo LLC
2017-11-09,1,us,,82,81,USSM11606199,Losin Control,Russ,317417,58,2017-03-02,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d,Columbia
2017-11-09,1,us,,77,82,QMCE31701396,Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes,314661,74,2017-10-19,https://open.spotify.com/track/5uu28fUesZMl89lf9CLrgN,300 Entertainment
2017-11-09,1,us,,94,83,USUM71708973,New Freezer (feat. Kendrick Lamar),Rich The Kid,313375,65,2017-10-26,https://open.spotify.com/track/4pYZLpX23Vx8rwDpJCpPTA,Interscope Records
2017-11-09,1,us,,84,84,USRC11701902,Questions,Chris Brown,312666,51,2017-08-18,https://open.spotify.com/track/3ojTJaonfkL96iIWa47SU3,RCA Records Label
2017-11-09,1,us,,58,85,GBUM71703746,Burning,Sam Smith,308495,50,2017-11-06,https://open.spotify.com/track/2mb6YdoavL6db22p7XKJQZ,Digital Distribution Trinidad and Tobago
2017-11-09,1,us,,89,86,USUG11700631,Slow Hands,Niall Horan,308379,24,2017-07-31,https://open.spotify.com/track/38yBBH2jacvDxrznF7h08J,Digital Distribution Trinidad and Tobago
2017-11-09,1,us,,86,87,USRN11600859,What Ifs,Kane Brown,303765,45,2017-10-18,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W,RCA Records Label Nashville
2017-11-09,1,us,,92,88,USUYG1156894,Everybody Dies In Their Nightmares,XXXTENTACION,302084,15,2017-08-28,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,Bad Vibes Forever / EMPIRE
2017-11-09,1,us,,88,89,USSM11709201,Patek Water,Future,299959,16,2017-10-20,https://open.spotify.com/track/7r6LNJT2LqpLpEyZQJPygt,Epic/300/Atlantic Recording Corporation
2017-11-09,1,us,,90,90,USRC11701962,Pills & Automobiles,Chris Brown,299900,73,2017-11-04,https://open.spotify.com/track/5gx2E5aIXMRBellPZW1up5,RCA Records Label
2017-11-09,1,us,,91,91,USSM11708242,Lemon,N.E.R.D,299147,45,2017-11-03,https://open.spotify.com/track/6tUgfsOa8PLkoede5nOR7D,Columbia
2017-11-09,1,us,,81,92,GBUM71703744,Say It First,Sam Smith,295442,55,2017-11-06,https://open.spotify.com/track/4K1vOdIFqskQv3zoI0FdAk,Digital Distribution Trinidad and Tobago
2017-11-09,1,us,,98,93,USLXJ1707370,Unforgettable,Thomas Rhett,294533,35,2017-09-14,https://open.spotify.com/track/30MM5jWpUmOxtTNd9Ey5LZ,The Valory Music Co.
2017-11-09,1,us,,107,94,USRC11701703,Sky Walker,Miguel,292091,90,2017-10-28,https://open.spotify.com/track/1DRW9bQzt2SE8f7H4KJZyL,ByStorm Entertainment/RCA Records
2017-11-09,1,us,,99,95,USUM71703825,Despacito - Remix,Luis Fonsi,291071,1,2017-06-03,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,Digital Distribution Trinidad and Tobago
2017-11-09,1,us,,83,96,GBUM71703749,One Last Song,Sam Smith,287502,61,2017-11-06,https://open.spotify.com/track/01uk7IzZyFNfQTDBXxx6NB,Digital Distribution Trinidad and Tobago
2017-11-09,1,us,,96,97,DEE861600586,Say You Won't Let Go,James Arthur,285915,14,2017-01-30,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,Columbia
2017-11-09,1,us,,97,98,USCJY1750009,Gorgeous,Taylor Swift,285533,2,2017-10-20,https://open.spotify.com/track/5Gd19NupVe5X8bAqxf9Iaz,"Big Machine Records, LLC"
2017-11-09,1,us,,100,99,USRC11701134,Praying,Kesha,282387,15,2017-08-11,https://open.spotify.com/track/0jdny0dhgjUwoIp5GkqEaA,Kemosabe Records/RCA Records
2017-11-09,1,us,,87,100,GBUM71703755,Nothing Left For You,Sam Smith,279350,51,2017-11-03,https://open.spotify.com/track/4S2WtfT03YDIlXEwSX4Tjd,Safehouse Records / Island Records
2017-11-09,1,us,,101,101,GBUM71701628,Strip That Down,Liam Payne,279112,11,2017-08-08,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,Capitol
2017-11-09,1,us,,102,102,USUG11701396,Too Much To Ask,Niall Horan,278856,35,2017-09-15,https://open.spotify.com/track/4v094LQ9eF10k2O2Te2ngK,Capitol Records (US1A)
2017-11-09,1,us,,119,103,USSM11705088,Wild Thoughts,DJ Khaled,277947,1,2017-07-26,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi,Epic/We The Best
2017-11-09,1,us,,108,104,USSM11703300,I'm the One,DJ Khaled,277368,2,2017-04-29,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817,Epic/We The Best
2017-11-09,1,us,,110,105,SE5R71700108,Lonely Together (feat. Rita Ora),Avicii,276035,52,2017-08-16,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab,Digital Distribution Israel
2017-11-09,1,us,,111,106,USAT21700379,Tunnel Vision,Kodak Black,274683,5,2017-03-04,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4,Atlantic Records
2017-11-09,1,us,,114,107,USAT21700378,iSpy (feat. Lil Yachty),KYLE,273200,2,2017-02-28,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,Indie-Pop
2017-11-09,1,us,,103,108,USRC11701586,What About Us,P!nk,273004,42,2017-10-16,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb,RCA Records Label
2017-11-09,1,us,,115,109,USUM71614503,Bounce Back,Big Sean,269803,3,2017-02-03,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ
2017-11-09,1,us,,112,110,USUM71703086,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,269230,4,2017-04-14,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n,Top Dawg Entertainment/Aftermath Records/ Interscope Records
2017-11-09,1,us,,117,111,QMCE31600796,Bad and Boujee (feat. Lil Uzi Vert),Migos,268287,1,2017-01-01,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,Quality Control Music
2017-11-09,1,us,,106,112,USUG11701759,New,Daya,264218,85,2017-10-30,https://open.spotify.com/track/7y4JznkAv2W3IKw9T1o2VK,Interscope Records
2017-11-09,1,us,,109,113,GBWWP1702907,I Like Me Better,Lauv,263413,30,2017-07-24,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9,Lauv
2017-11-09,1,us,,116,114,USUM71708406,Perplexing Pegasus,Rae Sremmurd,262593,35,2017-08-05,https://open.spotify.com/track/2nYwV62UABTH0NanrwVIdQ,Eardrummer/Interscope Records
2017-11-09,1,us,,121,115,QMCE31600872,T-Shirt,Migos,262511,6,2017-01-27,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7,Quality Control Music
2017-11-09,1,us,,118,116,QMCE31701367,Pick It Up (feat. A$AP Rocky),Famous Dex,262083,116,2017-11-09,https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd,300 Entertainment
2017-11-09,1,us,,120,117,USSM11607551,beibs in the trap,Travis Scott,258289,95,2017-07-18,https://open.spotify.com/track/0ESJlaM8CE1jRWaNtwSNj8,Epic/Grand Hustle
2017-11-09,1,us,,123,118,USAT21602948,That's What I Like,Bruno Mars,257792,3,2017-03-03,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,Atlantic Records
2017-11-09,1,us,,126,119,USWB11700884,Boss,Lil Pump,253747,54,2017-10-06,https://open.spotify.com/track/1rsAFUCa6BVMgRQ3FCQQsi,Warner Bros.
2017-11-09,1,us,,124,120,USRC11701116,The Weekend,SZA,252528,82,2017-09-14,https://open.spotify.com/track/6gU9OKjOE7ghfEd55oRO57,Top Dawg Entertainment/RCA Records
2017-11-09,1,us,,130,121,USUYG1131080,Look At Me!,XXXTENTACION,251206,33,2017-05-06,https://open.spotify.com/track/7floNISpH8VF4z4459Qo18,Bad Vibes Forever / EMPIRE
2017-11-09,1,us,,104,122,GBUM71703747,No Peace,Sam Smith,249405,79,2017-11-06,https://open.spotify.com/track/5ZX1X9Rl4zbx1Wwyn3idVD,Digital Distribution Trinidad and Tobago
2017-11-09,1,us,,129,123,USQX91402598,No Role Modelz,J. Cole,247960,64,2017-01-02,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,Roc Nation/Columbia
2017-11-09,1,us,,105,124,GBUM71703745,Midnight Train,Sam Smith,247596,75,2017-11-06,https://open.spotify.com/track/1A85fOmviQuGgkF6Lww6Nd,Digital Distribution Trinidad and Tobago
2017-11-09,1,us,,93,125,USUM71708071,do re mi (feat. Gucci Mane),blackbear,244417,55,2017-10-01,https://open.spotify.com/track/53mrVsi49rLHIaKBiSvElG,Beartrap/Alamo/Interscope Records
2017-11-09,1,us,,132,126,USCM51700072,Passionfruit,Drake,242615,1,2017-03-19,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,Universal Music Group
2017-11-09,1,us,,131,127,USRC11602777,Crew,GoldLink,240016,115,2017-10-26,https://open.spotify.com/track/15EPc80XuFrb2LmOzGjuRg,Squaaash Club/RCA Records
2017-11-09,1,us,,135,128,USLD91700850,do re mi,blackbear,236499,26,2017-05-03,https://open.spotify.com/track/3Q3myFA7q4Op95DOpHplaY,Beartrap/Alamo/Interscope Records
2017-11-09,1,us,,113,129,GBUM71703751,HIM,Sam Smith,236485,82,2017-11-06,https://open.spotify.com/track/3AFPGvRzeKeNJbIbLwcz4G,Digital Distribution Trinidad and Tobago
2017-11-09,1,us,,133,130,USUM71702833,There's Nothing Holdin' Me Back,Shawn Mendes,234422,26,2017-05-18,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,Digital Distribution Trinidad and Tobago
2017-11-09,1,us,,125,131,QZ45A1700066,Nightmare,Offset,234176,28,2017-11-01,https://open.spotify.com/track/7LAhKXDNWwq3CmnFP3UIOP,Epic
2017-11-09,1,us,,148,132,TCACT1656901,First Day Out,Tee Grizzley,233132,67,2017-04-09,https://open.spotify.com/track/3muBQDekYAg7jm6hDu6R0Z,300 Entertainment
2017-11-09,1,us,,127,133,QZ45A1700067,Mad Stalkers,21 Savage,232862,34,2017-11-01,https://open.spotify.com/track/6HR1z11h0ROUlWP4Kx8Z7G,Epic
2017-11-09,1,us,,137,134,QZ45A1600041,X (feat. Future),21 Savage,232157,14,2017-01-01,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO,"Slaughter Gang, LLC"
2017-11-09,1,us,,136,135,USUYG1102245,PRBLMS,6LACK,232060,93,2017-06-15,https://open.spotify.com/track/2wf9bp4MkChojtljddWpbO,LVRN/Interscope Records
2017-11-09,1,us,,128,136,GBUM71703786,Bedroom Floor,Liam Payne,231210,46,2017-10-20,https://open.spotify.com/track/1pZdegOXTZ2ftINo3oUuRZ,Digital Distribution Trinidad and Tobago
2017-11-09,1,us,,144,137,USUM71603303,Swang,Rae Sremmurd,230340,21,2017-02-19,https://open.spotify.com/track/6mapJIPnQ23RTAevUoE0DL,Eardruma/Interscope Records
2017-11-09,1,us,,139,138,USAT21703236,Curve (feat. The Weeknd),Gucci Mane,229891,36,2017-09-15,https://open.spotify.com/track/2yuyaYAELoMG4ApV5wJsWR,Guwop Enterprises/Atlantic
2017-11-09,1,us,,142,139,QZ4751600015,When It Rains It Pours,Luke Combs,229788,110,2017-10-19,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l,River House Artists/Columbia Nashville
2017-11-09,1,us,,138,140,USAT21702941,No Smoke,YoungBoy Never Broke Again,229186,138,2017-11-08,https://open.spotify.com/track/57IRaiAB4hBZu3gnNVZC0v,"Never Broke Again, LLC"
2017-11-09,1,us,,122,141,GBUM71703748,"Baby, You Make Me Crazy",Sam Smith,228226,89,2017-11-06,https://open.spotify.com/track/1p1SbqeipOd4ezKUpxqaz6,Digital Distribution Trinidad and Tobago
2017-11-09,1,us,,146,142,USUM71705267,4 AM,2 Chainz,227452,19,2017-06-19,https://open.spotify.com/track/1nX9KhK3Fff27SnrIor2Yb,Def Jam Recordings
2017-11-09,1,us,,140,143,USUM71701077,Now Or Never,Halsey,227233,12,2017-06-05,https://open.spotify.com/track/7i2DJ88J7jQ8K7zqFX2fW8,Astralwerks (ASW)
2017-11-09,1,us,,134,144,USUM71709101,Friends (with BloodPop®),Justin Bieber,225783,2,2017-08-18,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz,Universal Music Group
2017-11-09,1,us,,153,145,USUG11600976,Starboy,The Weeknd,225024,3,2017-01-01,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,Universal Republic Records
2017-11-09,1,us,,154,146,USUM71601623,Heartache On The Dance Floor,Jon Pardi,224444,109,2017-09-25,https://open.spotify.com/track/0w3Q14i073jLoew1hgJkwD,Capitol Records Nashville
2017-11-09,1,us,,145,147,USUM71614471,No Option,Post Malone,224062,104,2017-10-12,https://open.spotify.com/track/6M0IsaUX4GNyto4niSegfI,Universal Records
2017-11-09,1,us,,152,148,USAT21600660,Money Longer,Lil Uzi Vert,223330,61,2017-01-07,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ,Generation Now/Atlantic
2017-11-09,1,us,,150,149,USAT21703673,Undefeated (feat. 21 Savage),A Boogie Wit da Hoodie,222741,76,2017-10-02,https://open.spotify.com/track/2vaMWMPMgsWX4fwJiKmdWm,Highbridge The Label
2017-11-09,1,us,,151,150,USUM71701686,Myself,NAV,220740,89,2017-06-06,https://open.spotify.com/track/05nbZ1xxVNwUTcGwLbp7CN,XO Records
2017-11-09,1,us,,147,151,USQ4E1602586,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,218943,3,2017-01-30,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,Digital Distribution Trinidad and Tobago
2017-11-09,1,us,,159,152,USLXJ1707356,Craving You,Thomas Rhett,217920,56,2017-07-06,https://open.spotify.com/track/2d48mamATjby7wgPjdrSOQ,The Valory Music Co.
2017-11-09,1,us,,155,153,USQX91700278,Something Just Like This,The Chainsmokers,217384,2,2017-02-24,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,Disruptor Records/Columbia
2017-11-09,1,us,,167,154,QM3E21606006,In Case You Didn't Know,Brett Young,216326,94,2017-06-26,https://open.spotify.com/track/10M2Ex445zw585Ducldzkw,"Big Machine Label Group, LLC"
2017-11-09,1,us,,162,155,QMCE31700982,From The D To The A (feat. Lil Yachty),Tee Grizzley,215221,93,2017-04-10,https://open.spotify.com/track/2NyrXRn4tancYPW6JwtTl2,300 Entertainment
2017-11-09,1,us,,160,156,USQX91601347,Closer,The Chainsmokers,215120,4,2017-01-01,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,Disruptor Records/Columbia
2017-11-09,1,us,,143,157,QZ45A1700068,Disrespectful,21 Savage,214302,30,2017-11-01,https://open.spotify.com/track/3oxCefEI6Tc6Z6t20J4IvH,Epic
2017-11-09,1,us,,157,158,USUYG1107545,Ex Calling,6LACK,214150,58,2017-08-09,https://open.spotify.com/track/2RwmsAOxtiRezQPmvyejb8,LVRN/Interscope Records
2017-11-09,1,us,,141,159,USUG11701418,A Different Way (with Lauv),DJ Snake,213678,69,2017-09-22,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP,Digital Distribution Trinidad and Tobago
2017-11-09,1,us,,173,160,USUYG1098775,Broccoli (feat. Lil Yachty),DRAM,213472,6,2017-01-01,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,W.A.V.E. Recordings/EMPIRE/Atlantic
